Food Name,State,Type,Allergic Ingredients,Total Calories,Category
Palak Chole,Madhya Pradesh,veg,none,250,Meal
Kachori Sabzi,Madhya Pradesh,veg,gluten,300,Meal
Paneer Tikka,Madhya Pradesh,veg,dairy,280,Meal
Aloo Methi Paratha,Madhya Pradesh,veg,gluten,270,Breakfast
Methi Thepla,Madhya Pradesh,veg,gluten,220,Meal
Tuna Curry,Lakshadweep,Non-Veg,"Fish, Coconut",350,Meal
Masoon Pollichathu,Lakshadweep,Non-Veg,"Fish, Coconut, Spices",400,Meal
Parotta with Chicken Curry,Lakshadweep,Non-Veg,"Gluten, Dairy",550,Meal
Fried Fish,Lakshadweep,Non-Veg,"Fish, Spices",450,Meal
Coconut Rice,Lakshadweep,Veg,Coconut,300,Meal
Tuna Biryani,Lakshadweep,Non-Veg,"Fish, Gluten",500,Meal
Octopus Fry,Lakshadweep,Non-Veg,"Seafood, Spices",400,Meal
Prawn Curry,Lakshadweep,Non-Veg,Shellfish,350,Meal
Breadfruit Curry,Lakshadweep,Veg,Coconut,280,Snack
Tapioca and Fish Curry,Lakshadweep,Non-Veg,"Fish, Tapioca",450,Meal
Malabar Chicken Curry,Lakshadweep,Non-Veg,"Chicken, Coconut",500,Meal
Coconut Ladoo,Lakshadweep,Veg,"Coconut, Dairy",250,Meal
Banana Fry,Lakshadweep,Veg,"Banana, Gluten",200,Meal
Fish Roe Fry,Lakshadweep,Non-Veg,Fish,420,Meal
Crab Curry,Lakshadweep,Non-Veg,"Shellfish, Coconut",480,Meal
Coconut Pulao,Lakshadweep,Veg,Coconut,300,Meal
Breadfruit Chips,Lakshadweep,Veg,Breadfruit,150,Snack
Tapioca Fry,Lakshadweep,Veg,Tapioca,200,Meal
Fish Cutlet,Lakshadweep,Non-Veg,"Fish, Gluten",320,Meal
Coconut Barfi,Lakshadweep,Veg,"Coconut, Dairy",270,Meal
Prawn Fry,Lakshadweep,Non-Veg,Shellfish,370,Meal
Spicy Fish Curry,Lakshadweep,Non-Veg,"Fish, Spices",360,Meal
Tuna Fry,Lakshadweep,Non-Veg,Fish,400,Meal
Chicken Stew,Lakshadweep,Non-Veg,"Chicken, Coconut",350,Meal
Squid Roast,Lakshadweep,Non-Veg,Seafood,380,Meal
Breadfruit Fry,Lakshadweep,Veg,Breadfruit,180,Snack
Chilly Fish,Lakshadweep,Non-Veg,"Fish, Spices",450,Meal
Kerala Parotta,Lakshadweep,Veg,Gluten,350,Meal
Coconut Milk Curry,Lakshadweep,Veg,Coconut,300,Meal
Tapioca with Chutney,Lakshadweep,Veg,Tapioca,250,Meal
Coconut Halwa,Lakshadweep,Veg,"Coconut, Dairy",350,Meal
Fish Biryani,Lakshadweep,Non-Veg,"Fish, Gluten",500,Meal
Seafood Stew,Lakshadweep,Non-Veg,Seafood,420,Meal
Fried Prawns,Lakshadweep,Non-Veg,Shellfish,390,Meal
Octopus Curry,Lakshadweep,Non-Veg,Seafood,370,Meal
Breadfruit Stew,Lakshadweep,Veg,Breadfruit,260,Snack
Fish Pickle,Lakshadweep,Non-Veg,Fish,150,Meal
Coconut Chutney,Lakshadweep,Veg,Coconut,100,Meal
Mutton Curry,Lakshadweep,Non-Veg,Mutton,550,Meal
Sweet Coconut Rice,Lakshadweep,Veg,Coconut,320,Meal
Banana Pudding,Lakshadweep,Veg,"Banana, Dairy",250,Meal
Clam Fry,Lakshadweep,Non-Veg,Shellfish,420,Meal
Tapioca and Prawn Curry,Lakshadweep,Non-Veg,"Shellfish, Tapioca",450,Meal
Egg Curry,Lakshadweep,Non-Veg,Eggs,350,Meal
Squid Fry,Lakshadweep,Non-Veg,Seafood,400,Meal
Breadfruit Pakora,Lakshadweep,Veg,"Breadfruit, Gluten",220,Snack
Prawn Roast,Lakshadweep,Non-Veg,Shellfish,390,Meal
Chicken Fry,Lakshadweep,Non-Veg,Chicken,450,Meal
Fish Soup,Lakshadweep,Non-Veg,Fish,200,Meal
Breadfruit Soup,Lakshadweep,Veg,Breadfruit,180,Snack
Coconut Banana Smoothie,Lakshadweep,Vegan,"Coconut, Banana",200,Meal
Fish Curry with Rice,Lakshadweep,Non-Veg,Fish,500,Meal
Tuna Fish Stew,Lakshadweep,Non-Veg,"Fish, Coconut",400,Meal
Crab Roast,Lakshadweep,Non-Veg,Shellfish,480,Meal
Thukpa,Ladakh,Non-Veg,Gluten,320,Meal
Skyu,Ladakh,Veg,Gluten,250,Meal
Chhurpi Soup,Ladakh,Veg,Dairy,210,Meal
Momos,Ladakh,Non-Veg,Gluten,290,Meal
Chhang (Barley Beer),Ladakh,Vegan,Gluten,180,Meal
Tingmo,Ladakh,Veg,Gluten,190,Meal
Khambir,Ladakh,Vegan,Gluten,250,Meal
Paba,Ladakh,Vegan,Gluten,220,Meal
Butter Tea,Ladakh,Veg,Dairy,150,Meal
Thenthuk,Ladakh,Non-Veg,Gluten,310,Meal
Chhutagi,Ladakh,Non-Veg,Gluten,280,Meal
Phirni,Ladakh,Veg,"Dairy, Nuts",210,Meal
Rgi Tsos,Ladakh,Vegan,None,260,Meal
Tapu,Ladakh,Vegan,Gluten,200,Meal
Gur Gur Cha,Ladakh,Veg,Dairy,130,Meal
Zan,Ladakh,Vegan,Gluten,240,Meal
Yak Meat Stew,Ladakh,Non-Veg,None,350,Meal
Paba with Tangtur,Ladakh,Vegan,Gluten,280,Meal
Kholak,Ladakh,Vegan,Gluten,230,Meal
Chhaang Paa,Ladakh,Vegan,Gluten,210,Meal
Tsampa,Ladakh,Vegan,Gluten,220,Meal
Shapta,Ladakh,Non-Veg,Gluten,360,Meal
Keu,Ladakh,Vegan,Gluten,240,Meal
Tagi Khambir,Ladakh,Vegan,Gluten,270,Meal
Gyathuk,Ladakh,Non-Veg,Gluten,320,Meal
Chhurpey,Ladakh,Veg,Dairy,210,Meal
Chilagi,Ladakh,Non-Veg,None,290,Meal
Ladakhi Pulao,Ladakh,Veg,Gluten,280,Meal
Chhutkur,Ladakh,Veg,Dairy,220,Meal
Mokthuk,Ladakh,Non-Veg,Gluten,310,Meal
Apricot Jam,Ladakh,Vegan,None,150,Meal
Ladakhi Green Tea,Ladakh,Vegan,None,2,Meal
Yarkhandi Pulao,Ladakh,Non-Veg,None,380,Meal
Sheer Yakhni,Ladakh,Non-Veg,Dairy,340,Meal
Chilak,Ladakh,Veg,Gluten,220,Meal
Ngampe,Ladakh,Vegan,Gluten,200,Meal
Khur-le,Ladakh,Vegan,Gluten,250,Meal
Gorduk,Ladakh,Non-Veg,None,360,Meal
Ladakhi Barley Cake,Ladakh,Vegan,Gluten,230,Meal
Yak Butter Tea,Ladakh,Veg,Dairy,140,Meal
Changthangi Tea,Ladakh,Veg,Dairy,120,Meal
Ba Phing,Ladakh,Vegan,Gluten,190,Meal
Ladakhi Dumplings,Ladakh,Non-Veg,Gluten,280,Meal
Yarkhandi Soup,Ladakh,Non-Veg,None,330,Meal
Buckwheat Bread,Ladakh,Vegan,Gluten,240,Meal
Dre-thuk,Ladakh,Non-Veg,Gluten,300,Meal
Kashur,Ladakh,Vegan,None,250,Meal
Bak-tso,Ladakh,Non-Veg,None,350,Meal
Sey Thukpa,Ladakh,Non-Veg,Gluten,310,Meal
Tse-lachang,Ladakh,Vegan,Gluten,230,Meal
Grain Soup,Ladakh,Vegan,Gluten,200,Meal
Himalayan Barley Pancake,Ladakh,Vegan,Gluten,240,Breakfast
Ladakhi Spinach Soup,Ladakh,Vegan,None,190,Meal
Butter Barley Soup,Ladakh,Veg,"Dairy, Gluten",220,Meal
Yak Cheese,Ladakh,Veg,Dairy,250,Meal
Ladakhi Lamb Stew,Ladakh,Non-Veg,None,340,Meal
Roasted Barley Flour,Ladakh,Vegan,Gluten,230,Meal
Shakhtu,Ladakh,Non-Veg,None,330,Meal
Spinach and Buckwheat Salad,Ladakh,Vegan,None,180,Snack
Ladakhi Stir Fry,Ladakh,Vegan,None,200,Meal
Barley Wine,Ladakh,Vegan,Gluten,180,Meal
Grilled Yak Meat,Ladakh,Non-Veg,None,370,Meal
Steamed Yak Dumplings,Ladakh,Non-Veg,Gluten,300,Meal
Fermented Turnip,Ladakh,Vegan,None,170,Meal
Ladakhi Radish Soup,Ladakh,Vegan,None,180,Meal
Yak Jerky,Ladakh,Non-Veg,None,260,Meal
Barley Millet Cake,Ladakh,Vegan,Gluten,230,Meal
Spinach Barley Porridge,Ladakh,Vegan,None,190,Meal
Boiled Barley,Ladakh,Vegan,Gluten,200,Meal
Yak Butter,Ladakh,Veg,Dairy,220,Meal
Ladakhi Garlic Soup,Ladakh,Vegan,None,170,Meal
Yarkhandi Spiced Rice,Ladakh,Non-Veg,None,320,Meal
Apricot Nut Pudding,Ladakh,Veg,"Nuts, Dairy",210,Meal
Goat Cheese,Ladakh,Veg,Dairy,240,Meal
Sour Yogurt,Ladakh,Veg,Dairy,150,Meal
Ladakhi Barley Gruel,Ladakh,Vegan,Gluten,230,Meal
Apricot Laddu,Ladakh,Vegan,Nuts,240,Meal
Yak Milk,Ladakh,Veg,Dairy,190,Meal
Barley Pilaf,Ladakh,Vegan,Gluten,220,Meal
Steamed Buckwheat Bread,Ladakh,Vegan,Gluten,230,Meal
Appam,Kerala,Veg,Gluten,250,Meal
Puttu,Kerala,Veg,Gluten,150,Meal
Idiyappam,Kerala,Veg,Gluten,200,Meal
Dosa,Kerala,Veg,Gluten,250,Breakfast
Sambar,Kerala,Veg,None,180,Meal
Avial,Kerala,Veg,None,220,Meal
Thoran,Kerala,Veg,None,180,Meal
Meen Curry,Kerala,Non-Veg,None,350,Meal
Fish Fry,Kerala,Non-Veg,None,400,Meal
Kappa,Kerala,Veg,None,300,Meal
Kadala Curry,Kerala,Veg,None,280,Meal
Nadan Chicken Curry,Kerala,Non-Veg,None,500,Meal
Kaalan,Kerala,Veg,Dairy,250,Meal
Pulissery,Kerala,Veg,Dairy,220,Meal
Chemeen Curry,Kerala,Non-Veg,None,400,Meal
Kerala Beef Curry,Kerala,Non-Veg,None,550,Meal
Vegetable Korma,Kerala,Veg,Dairy,300,Meal
Banana Chips,Kerala,Veg,None,350,Meal
Parippu Curry,Kerala,Veg,None,220,Meal
Fish Molee,Kerala,Non-Veg,Dairy,400,Meal
Chicken Roast,Kerala,Non-Veg,None,450,Meal
Vegetable Stew,Kerala,Veg,Dairy,200,Meal
Sambharam,Kerala,Veg,Dairy,100,Meal
Kichadi,Kerala,Veg,Dairy,210,Meal
Olan,Kerala,Veg,Dairy,190,Meal
Kuttanadan Duck Curry,Kerala,Non-Veg,None,500,Meal
Chettinad Chicken,Kerala,Non-Veg,None,450,Meal
Keralan Pork Curry,Kerala,Non-Veg,None,550,Meal
Rasam,Kerala,Veg,None,150,Meal
Kozhukatta,Kerala,Veg,Dairy,280,Meal
Prawn Masala,Kerala,Non-Veg,None,400,Meal
Pachadi,Kerala,Veg,Dairy,180,Meal
Chakka Varatti,Kerala,Veg,None,300,Meal
Fried Tapioca,Kerala,Veg,None,350,Meal
Vegetable Biriyani,Kerala,Veg,None,350,Meal
Chicken Biryani,Kerala,Non-Veg,None,500,Meal
Mutton Curry,Kerala,Non-Veg,None,600,Meal
Coconut Rice,Kerala,Veg,None,300,Meal
Kothu Parotta,Kerala,Non-Veg,None,500,Meal
Lemon Rice,Kerala,Veg,None,280,Meal
Mango Pickle,Kerala,Veg,None,150,Meal
Puttu and Kadala Curry,Kerala,Veg,None,400,Meal
Appam with Stew,Kerala,Veg,Dairy,350,Meal
Neyyappam,Kerala,Veg,Dairy,320,Meal
Prawn Curry,Kerala,Non-Veg,None,400,Meal
Vada,Kerala,Veg,None,350,Meal
Mutton Korma,Kerala,Non-Veg,Dairy,500,Meal
Chappathi,Kerala,Veg,Gluten,250,Meal
Prawn Masala,Kerala,Non-Veg,None,350,Meal
Fish Cutlet,Kerala,Non-Veg,None,300,Meal
Sadhya,Kerala,Veg,None,600,Meal
Vegetable Salad,Kerala,Veg,None,120,Snack
Ghee Rice,Kerala,Veg,Dairy,300,Meal
Chicken Stew,Kerala,Non-Veg,Dairy,400,Meal
Parotta,Kerala,Veg,Gluten,300,Meal
Prawn Roast,Kerala,Non-Veg,None,350,Meal
Vegetable Uthappam,Kerala,Veg,Gluten,250,Meal
Mutton Biryani,Kerala,Non-Veg,None,550,Meal
Fish Fry,Kerala,Non-Veg,None,400,Meal
Dosa with Sambar,Kerala,Veg,Gluten,350,Breakfast
Mango Curry,Kerala,Veg,None,200,Meal
Coconut Chutney,Kerala,Veg,Dairy,150,Meal
Pulao,Kerala,Veg,None,300,Meal
Pulav,Kerala,Veg,None,350,Meal
Kozhikode Biryani,Kerala,Non-Veg,None,500,Meal
Vegetable Pulao,Kerala,Veg,None,300,Meal
Rava Dosa,Kerala,Veg,Gluten,250,Breakfast
Idiyappam with Stew,Kerala,Veg,Dairy,300,Meal
Palada Payasam,Kerala,Veg,Dairy,300,Meal
Beef Fry,Kerala,Non-Veg,None,400,Meal
Fish Curry with Coconut Milk,Kerala,Non-Veg,Dairy,350,Meal
Vegetable Kootu,Kerala,Veg,Dairy,200,Meal
Vermicelli Payasam,Kerala,Veg,Dairy,300,Meal
Rava Kesari,Kerala,Veg,Dairy,350,Meal
Egg Curry,Kerala,Non-Veg,Dairy,350,Meal
Parippu,Kerala,Veg,None,200,Meal
Kappa and Fish Curry,Kerala,Non-Veg,None,400,Meal
Cheera Thoran,Kerala,Veg,None,180,Meal
Coconut Milk Stew,Kerala,Veg,Dairy,200,Meal
Prawn Salad,Kerala,Non-Veg,None,250,Snack
Chicken Vindaloo,Kerala,Non-Veg,None,500,Meal
Vegetable Curry,Kerala,Veg,None,220,Meal
Tapioca and Fish Curry,Kerala,Non-Veg,None,400,Meal
Pulao with Raita,Kerala,Veg,Dairy,350,Meal
Chicken Cutlet,Kerala,Non-Veg,None,300,Meal
Mutton Shami Kebab,Kerala,Non-Veg,None,400,Meal
Fish in Tamarind Sauce,Kerala,Non-Veg,None,350,Meal
Vegetable Sambar,Kerala,Veg,None,180,Meal
Mutton Rogan Josh,Kerala,Non-Veg,None,500,Meal
Nendran Banana Chips,Kerala,Veg,None,350,Meal
Beef Ularthiyathu,Kerala,Non-Veg,None,500,Meal
Kuttu Dosa,Kerala,Veg,Gluten,250,Breakfast
Chicken Kurma,Kerala,Non-Veg,Dairy,400,Meal
Mango Lassi,Kerala,Veg,Dairy,250,Meal
Fish Curry with Rice,Kerala,Non-Veg,None,500,Meal
Vegetable Soup,Kerala,Veg,None,100,Meal
Chicken Kabab,Kerala,Non-Veg,None,300,Meal
Mutton Biryani with Raita,Kerala,Non-Veg,Dairy,550,Meal
Vegetable Pakora,Kerala,Veg,None,300,Meal
Egg Roast,Kerala,Non-Veg,None,300,Meal
Prawn Soup,Kerala,Non-Veg,None,150,Meal
Vegetable Manchurian,Kerala,Veg,None,250,Meal
Beef Steak,Kerala,Non-Veg,None,400,Meal
Chicken Korma,Kerala,Non-Veg,Dairy,350,Meal
Mutton Nihari,Kerala,Non-Veg,None,500,Meal
Fish Biriyani,Kerala,Non-Veg,None,500,Meal
Vegetable Pappu,Kerala,Veg,None,250,Meal
Pulao with Vegetables,Kerala,Veg,None,300,Meal
Mutton Curry with Rice,Kerala,Non-Veg,None,550,Meal
Chicken Pasta,Kerala,Non-Veg,Dairy,400,Meal
Kachori,Kerala,Veg,Gluten,250,Meal
Beef Cutlet,Kerala,Non-Veg,None,300,Meal
Vegetable Biryani,Kerala,Veg,None,350,Meal
Tapioca with Coconut,Kerala,Veg,None,350,Meal
Beef Kabab,Kerala,Non-Veg,None,350,Meal
Chickpea Salad,Kerala,Veg,None,180,Snack
Chicken Masala,Kerala,Non-Veg,None,400,Meal
Vegetable Khichdi,Kerala,Veg,None,250,Meal
Fish Tikka,Kerala,Non-Veg,None,300,Meal
Egg Bhurji,Kerala,Non-Veg,None,300,Meal
Chicken Shawarma,Kerala,Non-Veg,None,400,Meal
Paneer Tikka,Kerala,Veg,Dairy,250,Meal
Chole Bhature,Kerala,Veg,Gluten,500,Meal
Ghee Roast,Kerala,Veg,Dairy,300,Meal
Beef Soup,Kerala,Non-Veg,None,150,Meal
Vegetable Upma,Kerala,Veg,Gluten,200,Breakfast
Keralan Prawn Curry,Kerala,Non-Veg,None,400,Meal
Mutton Seekh Kebab,Kerala,Non-Veg,None,400,Meal
Egg Curry with Rice,Kerala,Non-Veg,Dairy,400,Meal
Fish in Coconut Sauce,Kerala,Non-Veg,Dairy,350,Meal
Chicken Satay,Kerala,Non-Veg,None,300,Meal
Vegetable Patties,Kerala,Veg,None,250,Meal
Chicken Pulao,Kerala,Non-Veg,None,500,Meal
Kerala Kachori,Kerala,Veg,Gluten,250,Meal
Mutton Kofta Curry,Kerala,Non-Veg,Dairy,500,Meal
Vegetable Pulao,Kerala,Veg,None,300,Meal
Fish Masala,Kerala,Non-Veg,None,350,Meal
Beef Biryani,Kerala,Non-Veg,None,500,Meal
Chicken Biryani,Kerala,Non-Veg,None,500,Meal
Prawn Curry,Kerala,Non-Veg,None,350,Meal
Bisi Bele Bath,Karnataka,Veg,None,300,Meal
Rava Idli,Karnataka,Veg,Gluten,250,Breakfast
Masala Dosa,Karnataka,Veg,Gluten,400,Breakfast
Mysore Pak,Karnataka,Veg,Dairy,350,Meal
Dharwad Peda,Karnataka,Veg,Dairy,400,Meal
Uttapam,Karnataka,Veg,Gluten,300,Meal
Vada,Karnataka,Veg,Gluten,350,Meal
Ragi Mudde,Karnataka,Veg,None,250,Meal
Sambar,Karnataka,Veg,None,150,Meal
Puliyodarai,Karnataka,Veg,None,280,Meal
Chicken Biryani,Karnataka,Non-Veg,None,500,Meal
Mutton Curry,Karnataka,Non-Veg,None,600,Meal
Fish Fry,Karnataka,Non-Veg,None,450,Meal
Kori Rotti,Karnataka,Non-Veg,Gluten,400,Meal
Neer Dosa,Karnataka,Veg,Gluten,200,Breakfast
Chitranna,Karnataka,Veg,None,280,Meal
Kadabu,Karnataka,Veg,Gluten,350,Meal
Benne Dosa,Karnataka,Veg,Gluten,400,Breakfast
Puliogare,Karnataka,Veg,None,290,Meal
Kesaribath,Karnataka,Veg,Dairy,350,Meal
Maddur Vada,Karnataka,Veg,Gluten,320,Meal
Pesarattu,Karnataka,Veg,None,280,Meal
Rawa Kesari,Karnataka,Veg,Dairy,400,Meal
Kadai Chicken,Karnataka,Non-Veg,None,500,Meal
Mutton Kheema,Karnataka,Non-Veg,None,550,Meal
Fish Curry,Karnataka,Non-Veg,None,450,Meal
Chicken Kebab,Karnataka,Non-Veg,None,500,Meal
Mango Chutney,Karnataka,Veg,None,100,Meal
Aloo Curry,Karnataka,Veg,None,250,Meal
Rasam,Karnataka,Veg,None,120,Meal
Coconut Chutney,Karnataka,Veg,Dairy,150,Meal
Saggubiyyam Payasam,Karnataka,Veg,Dairy,300,Meal
Gobi Masala,Karnataka,Veg,None,270,Meal
Tamarind Rice,Karnataka,Veg,None,300,Meal
Curd Rice,Karnataka,Veg,Dairy,350,Meal
Rawa Idli,Karnataka,Veg,Gluten,250,Breakfast
Mysore Masala Dosa,Karnataka,Veg,Gluten,400,Breakfast
Kele (Banana) Pancake,Karnataka,Veg,None,350,Breakfast
Kootu,Karnataka,Veg,None,280,Meal
Samosa,Karnataka,Veg,Gluten,350,Meal
Chappati,Karnataka,Veg,Gluten,200,Meal
Bhath (Rice Dish),Karnataka,Veg,None,300,Meal
Vegetable Biryani,Karnataka,Veg,None,400,Meal
Chicken Curry,Karnataka,Non-Veg,None,500,Meal
Mutton Shorba,Karnataka,Non-Veg,None,450,Meal
Fish Tikka,Karnataka,Non-Veg,None,400,Meal
Rawa Dosa,Karnataka,Veg,Gluten,300,Breakfast
Ragi Rotti,Karnataka,Veg,None,250,Meal
Vegetable Korma,Karnataka,Veg,None,320,Meal
Beetroot Sabji,Karnataka,Veg,None,200,Meal
Kayi Chutney,Karnataka,Veg,None,100,Meal
Vegetable Sagu,Karnataka,Veg,None,280,Meal
Channa Masala,Karnataka,Veg,None,350,Meal
Kundapura Koli Saaru,Karnataka,Non-Veg,None,550,Meal
Masala Rice,Karnataka,Veg,None,300,Meal
Cabbage Palya,Karnataka,Veg,None,200,Meal
Bitter Gourd Fry,Karnataka,Veg,None,250,Meal
Rajma Curry,Karnataka,Veg,None,300,Meal
Gongura Pachadi,Karnataka,Veg,None,150,Meal
Kadale Manchurian,Karnataka,Veg,Gluten,350,Meal
Mango Rice,Karnataka,Veg,None,280,Meal
Methi Thepla,Karnataka,Veg,Gluten,300,Meal
Bhindi Masala,Karnataka,Veg,None,250,Meal
Coconut Rice,Karnataka,Veg,None,350,Meal
Pulao,Karnataka,Veg,None,320,Meal
Vegetable Soup,Karnataka,Veg,None,150,Meal
Rawa Upma,Karnataka,Veg,Gluten,300,Breakfast
Chole Bhature,Karnataka,Veg,Gluten,400,Meal
Ghee Rice,Karnataka,Veg,Dairy,350,Meal
Paratha,Karnataka,Veg,Gluten,300,Breakfast
Dosa,Karnataka,Veg,Gluten,280,Breakfast
Vangibath,Karnataka,Veg,None,300,Meal
Kachori,Karnataka,Veg,Gluten,350,Meal
Idli,Karnataka,Veg,Gluten,200,Breakfast
Lemon Rice,Karnataka,Veg,None,270,Meal
Huli (Sambar),Karnataka,Veg,None,150,Meal
Pesarattu Dosa,Karnataka,Veg,None,280,Breakfast
Curd Vada,Karnataka,Veg,Dairy,350,Meal
Masala Puri,Karnataka,Veg,Gluten,320,Meal
Bread Upma,Karnataka,Veg,Gluten,300,Breakfast
Pithla Bhakri,Karnataka,Veg,Gluten,350,Meal
Kundapura Chicken Curry,Karnataka,Non-Veg,None,500,Meal
Khara Bath,Karnataka,Veg,Gluten,250,Meal
Chutney,Karnataka,Veg,None,100,Meal
Mutton Biryani,Karnataka,Non-Veg,None,550,Meal
Vegetable Raita,Karnataka,Veg,Dairy,150,Meal
Bhindi Fry,Karnataka,Veg,None,250,Meal
Tomato Rice,Karnataka,Veg,None,300,Meal
Paneer Butter Masala,Karnataka,Veg,Dairy,400,Meal
Cucumber Salad,Karnataka,Veg,None,100,Snack
Rawa Idli Sambar,Karnataka,Veg,Gluten,300,Breakfast
Vegetable Stew,Karnataka,Veg,None,250,Meal
Pulao Rice,Karnataka,Veg,None,320,Meal
Sambar Rice,Karnataka,Veg,None,350,Meal
Kofta Curry,Karnataka,Veg,Dairy,350,Meal
Khichdi,Karnataka,Veg,None,250,Meal
Bisi Bele Bath with Curd,Karnataka,Veg,Dairy,350,Meal
Vegetable Kurma,Karnataka,Veg,None,280,Meal
Chana Sundal,Karnataka,Veg,None,220,Meal
Vegetable Chapati,Karnataka,Veg,Gluten,350,Meal
Rava Kesari,Karnataka,Veg,Dairy,400,Meal
Kashaya,Karnataka,Veg,None,50,Meal
Rice and Dal,Karnataka,Veg,None,350,Meal
Masala Khichdi,Karnataka,Veg,None,300,Meal
Vegetable Saagu,Karnataka,Veg,None,270,Meal
Kacchi Biryani,Karnataka,Non-Veg,None,600,Meal
Prawns Curry,Karnataka,Non-Veg,None,500,Meal
Chicken Korma,Karnataka,Non-Veg,None,550,Meal
Sundal,Karnataka,Veg,None,200,Meal
Egg Curry,Karnataka,Non-Veg,None,450,Meal
Lentil Soup,Karnataka,Veg,None,150,Meal
Puliyodarai Rice,Karnataka,Veg,None,290,Meal
Pesarattu Dosa,Karnataka,Veg,None,270,Breakfast
Sambar Rice with Curd,Karnataka,Veg,Dairy,350,Meal
Rice and Vegetable Curry,Karnataka,Veg,None,320,Meal
Chana Dal Curry,Karnataka,Veg,None,300,Meal
Corn Salad,Karnataka,Veg,None,150,Snack
Vegetable and Rice Soup,Karnataka,Veg,None,200,Meal
Dal Rice,Karnataka,Veg,None,350,Meal
Vegetable Pilaf,Karnataka,Veg,None,320,Meal
Aloo Palak,Karnataka,Veg,None,250,Meal
Bhindi Curry,Karnataka,Veg,None,270,Meal
Methi Paratha,Karnataka,Veg,Gluten,300,Breakfast
Mixed Vegetable Curry,Karnataka,Veg,None,280,Meal
Curd Rice with Pickle,Karnataka,Veg,Dairy,350,Meal
Paneer Tikka,Karnataka,Veg,Dairy,400,Meal
Pulao with Curd,Karnataka,Veg,Dairy,350,Meal
Vegetable Kabab,Karnataka,Veg,None,250,Meal
Egg Biryani,Karnataka,Non-Veg,None,550,Meal
Vegetable Uthappam,Karnataka,Veg,Gluten,300,Meal
Tomato Chutney,Karnataka,Veg,None,100,Meal
Masala Egg Curry,Karnataka,Non-Veg,None,450,Meal
Dal Tadka,Karnataka,Veg,None,300,Meal
Kadai Paneer,Karnataka,Veg,Dairy,400,Meal
Vegetable Quesadilla,Karnataka,Veg,Dairy,350,Meal
Vegetable Soup with Noodles,Karnataka,Veg,Gluten,250,Meal
Chicken Stew,Karnataka,Non-Veg,None,500,Meal
Litti Chokha,Jharkhand,Veg,None,450,Meal
Thekua,Jharkhand,Veg,Gluten,300,Meal
Dal Pitha,Jharkhand,Veg,None,400,Meal
Chana Sattu,Jharkhand,Vegan,None,250,Meal
Khar,Jharkhand,Veg,None,150,Meal
Rugda,Jharkhand,Veg,None,350,Meal
Kachori,Jharkhand,Veg,Gluten,400,Meal
Pakhala Bhata,Jharkhand,Veg,None,200,Meal
Murgi Curry,Jharkhand,Non-Veg,None,500,Meal
Biryani,Jharkhand,Non-Veg,None,600,Meal
Mutton Curry,Jharkhand,Non-Veg,None,550,Meal
Aloo Bharta,Jharkhand,Veg,None,300,Meal
Roti,Jharkhand,Veg,Gluten,150,Meal
Chana Masala,Jharkhand,Veg,None,350,Meal
Murgi Ka Salan,Jharkhand,Non-Veg,None,550,Meal
Tandoori Chicken,Jharkhand,Non-Veg,None,400,Meal
Vegetable Pulao,Jharkhand,Veg,None,450,Meal
Khichdi,Jharkhand,Veg,None,350,Meal
Samosa,Jharkhand,Veg,Gluten,300,Meal
Tamarind Rice,Jharkhand,Veg,None,400,Meal
Egg Curry,Jharkhand,Non-Veg,None,500,Meal
Pulao,Jharkhand,Veg,None,450,Meal
Raita,Jharkhand,Veg,Dairy,150,Meal
Paneer Tikka,Jharkhand,Veg,Dairy,350,Meal
Masoor Dal,Jharkhand,Veg,None,250,Meal
Tandoori Roti,Jharkhand,Veg,Gluten,180,Meal
Butter Chicken,Jharkhand,Non-Veg,Dairy,600,Meal
Gosht Biryani,Jharkhand,Non-Veg,None,650,Meal
Dalma,Jharkhand,Veg,None,350,Meal
Aloo Chokha,Jharkhand,Veg,None,300,Meal
Pitha,Jharkhand,Veg,None,250,Meal
Chole Bhature,Jharkhand,Veg,Gluten,600,Meal
Kadhi Pakora,Jharkhand,Veg,"Dairy, Gluten",400,Meal
Chicken Korma,Jharkhand,Non-Veg,Dairy,550,Meal
Mutton Korma,Jharkhand,Non-Veg,Dairy,600,Meal
Pork Vindaloo,Jharkhand,Non-Veg,None,650,Meal
Bhindi Masala,Jharkhand,Veg,None,200,Meal
Baigan Bharta,Jharkhand,Veg,None,300,Meal
Chana Dal,Jharkhand,Veg,None,350,Meal
Samosa Chaat,Jharkhand,Veg,Gluten,400,Meal
Murgi Kofta,Jharkhand,Non-Veg,None,550,Meal
Fish Curry,Jharkhand,Non-Veg,None,450,Meal
Pakora,Jharkhand,Veg,Gluten,300,Meal
Mutton Keema,Jharkhand,Non-Veg,None,500,Meal
Vegetable Curry,Jharkhand,Veg,None,350,Meal
Fish Fry,Jharkhand,Non-Veg,None,400,Meal
Vegetable Korma,Jharkhand,Veg,None,400,Meal
Chole,Jharkhand,Veg,None,350,Meal
Chicken Biryani,Jharkhand,Non-Veg,None,650,Meal
Chana Chaat,Jharkhand,Veg,None,250,Meal
Masala Dosa,Jharkhand,Veg,Gluten,350,Breakfast
Pork Curry,Jharkhand,Non-Veg,None,550,Meal
Vegetable Soup,Jharkhand,Veg,None,100,Meal
